Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
16075,3,2,1,0,0,RT @JHazeThaGod: You other niggas a call up a bitch to fight a bitch naw not me I'm whomp that trick so she can feel where I'm coming from
16076,3,0,3,0,1,RT @JLM_2014: It ain't nothin to cut that bitch off&#128129;
16078,3,0,3,0,1,RT @JMK0728: Lmao...........poor pussy!!!!! http://t.co/URjNdmgdRJ
16079,3,2,1,0,0,RT @JManziel2: &#8220;@RealZachK0enn: @JManziel2 You're a faggot&#8221;you're a Texas fan...
16083,3,0,1,2,2,RT @JOscarJr: @paullemat Happy Birthday! Take a spin in that yellow coupe... #shutemdown http://t.co/xGy7gIGOn8
16085,3,0,2,1,1,"RT @JRsBBQ: TV wrestling villains must lie, selectively be a coward, be a bully when they can, gain unfair advantages bitch &amp; moan, &amp; disre&#8230;"
16089,3,0,2,1,1,RT @J_Kwest: @HarveyWordman is lupe fiascos retarded illegitimate son
16096,3,2,1,0,0,RT @JaclynDeeter: Well maybe you're a whore you stupid ugly homeless bitch
16103,6,2,4,0,1,RT @JaiiiiiBree: Bought that hoe a tomb stone since she's dying for Attention &#128529; R.I.P Bitch &#128128;
16108,3,0,3,0,1,RT @Jakelewis44_: I'm out this bitch too&#128514;&#9996;&#65039;
16111,3,0,3,0,1,RT @JamesBlunt: Me! Me! Pick me! RT @blackeyelined: Who is a bigger twat: James Blunt or Robin Thicke?
16113,6,2,0,4,2,"RT @JamesOKeefeIII: Denver TV airs clip of digging through trash in ""Ghetto Aurora"" to put Black and Mexican ballots to ""good use.&#8221; http://&#8230;"
16115,3,0,3,0,1,RT @JamezNate: You're a bitch and nobody likes you
16116,3,0,2,1,1,"RT @Jamilaahhh: These hoes be twerkin for Birkin, poppin coochie for Gucci, bustin wide for that Prada, Bendin over for Louis"
16119,3,0,2,1,1,RT @JaredFayne_54: And apparently I sound like a country hick. Perks of being from Kentucky
16129,9,4,5,0,1,RT @Jawdan__: You're a faggot if you ever had the Kim Possible BBM notification
16136,3,0,3,0,1,"RT @JayMewes: This is how you eat pussy,repeat after me!!! https://t.co/8E0AqmIaL8"
16138,3,0,3,0,1,RT @JayUcci_: &#128514; mfz in this bitch sellin chicken wings &amp; fries
16143,3,0,3,0,1,RT @Jaykelz: @LeBronVuitton @1stName_Bravo they renamed that bitch the yacht club
16150,3,0,3,0,1,RT @Jazsmin__: You always ugly to a bitch that don't like you&#128564;
16156,6,1,5,0,1,RT @Jazzy_Blow: i can't never keep no bitch cause i put them hoes out
16164,3,0,3,0,1,"RT @JennyJohnsonHi5: Just when I thought Justin Bieber couldn't be anymore of a pussy, he gets arrested in Canada for fighting a person who&#8230;"
16165,3,0,2,1,1,RT @Jeremiah_337: Well bitch biology said RT @TEEJUSTYCE Who said 2 females can't make a baby together? That's all me. &#128106; http://t.co/5vEGg6&#8230;
16179,3,1,2,0,1,"RT @JimNorton: . @WBCFredJr Was daddy still being an abusive rage-a-holic in hospice, or just making doody in his diapers like a good fag h&#8230;"
16181,3,1,2,0,1,"RT @JimNorton: Sterling is a cunt. My point is simply until everyone has privately taped conversations released, shut the fuck up."
16191,3,0,3,0,1,RT @JoeBudden: Chillin w a couple of hoes that like hoes that like niggas that don&#8217;t act like hoes.
16195,3,0,3,0,1,RT @JoeBudden: I wonder if the hoes are gonna give Halloween back to the children this year&#8230;
16199,3,0,3,0,1,"RT @JoeBudden: My definition of ""bad bitch"" has changed drastically over the years."
16205,3,0,2,1,1,"RT @JoeBudden: So the woman I deal with is trying her best to make ""entertaining"" a bad word... ""U be entertaining these bitches"" lol"
16214,3,0,0,3,2,RT @JohnBishop100: Top tip of the day - if you want to be inconspicuous at an Elbow gig - don't wear a yellow jacket!! http://t.co/KQYiZmZb
16217,3,0,3,0,1,RT @JohnnyFootbalI: Yeah @TigerWoods quit being a bitch about your back. Pop a few Viagra and get your horny ass back to dominating holes o&#8230;
16219,3,0,2,1,1,"RT @JohnnyFootbalI: Yeah start me as your flex player next week. Trick plays, catching passes, flipping the bird, smashing asses, should al&#8230;"
16245,3,0,0,3,2,RT @JudahWorldChamp: To help eliminate faking injury &amp; diving - post game video review of dives &amp; give divers yellow cards after game. #Wor&#8230;
16252,3,0,3,0,1,"RT @Julio_isUrdaddy: She need a man, not no pussy boy."
16256,3,0,2,1,1,RT @Just2Savage: This height shit aint cute at all. Yall some dumb hoes going out in public looking like Jack and the bean stalk. &#128514; http://&#8230;
16261,3,0,3,0,1,RT @JustDoIt_Rob: I'll throw a cheeseburger at her bitch ass!
16265,3,0,3,0,1,RT @JustLeShay: &#8220;@TheKaosYatti: @JustLeShay Who said you was cute&#128035;&#8221; byeeee mad bitch! &#128530; come visit me
16268,3,0,3,0,1,RT @Just_this_time: If you think I've been an opinionated bitch lately just be glad I've stayed quiet on 3 of the topics swirling around he&#8230;
16270,3,0,3,0,1,RT @JustinSwift7oh2: All these hoes just want some attention.
16275,3,0,3,0,1,RT @KDotDucky_Green: RT &#8220;@verbally_abrupt: &#128564;&#128564;&#128564; lmfaooo #girlfights #ghetto #ratchet ; bitch got pushed and played SLEEP. &#128553;&#128514;&#128557;&#128079;&#128557;&#128514; https://t.c&#8230;
16282,3,0,3,0,1,RT @KINGTUNCHI_: A bitch will say anything for attention !
16285,6,0,6,0,1,"RT @KINGTUNCHI_: I finally realize that these bitches just wanna see me down , wanna see me fall"
16289,6,0,6,0,1,RT @KINGTUNCHI_: I only fw grown hoes!
16290,6,0,6,0,1,RT @KINGTUNCHI_: In 5 years these hoes ain't gone be shit but a Dick head!
16293,6,0,6,0,1,RT @KINGTUNCHI_: Lol it's funny tho cuz every hoe that talk shit I .... NVm that shit ain't player
16296,3,0,3,0,1,RT @KINGTUNCHI_: Same Bitch that was down with lol theses Lil hoes funny
16303,3,0,1,2,2,"RT @KMOquality: Scholen waar directie leerkrachten pest, kunt u zich voorstellen hoe groot pestproblematiek onder leerlingen wel moet zijn?&#8230;"
16304,3,0,3,0,1,RT @KMURDER1000: How am i suppose to ride for you&#128107; ? and you got bitches ina back seat &#128109;&#128111;&#128581;
16310,3,0,2,1,1,RT @Kaedashian: &#8220;@WhitDAWGem_: There is nothing wrong with Ariana Grande..... Just cause she don't look like hoe.... Y'all gotta a problem.&#8230;
16314,3,0,3,0,1,"RT @KaliKushDoll_: Lol foreal yo RT""@Damiah_daddyx3: Lmao, I fucks with @HaveMercyyy &amp; @KaliKushDoll_ real talk, them bitches know h ..."
16319,6,0,6,0,1,RT @KanyeFaaces: when you let go of all your hoes for one girl but she end up bein a hoe too http://t.co/kn1yKRw4J4
16323,3,0,1,2,2,"RT @KarinaCasallas: LMFAO OH NAH SHE KEEP IT THREE HUNNA""@catoxx3: @DJZeeti twitpic a selfie if u a ho http://t.co/j4RuNFZrtX"""
16348,3,0,0,3,2,"RT @KenDavidoff: The #Cardinals are #MLB's gold standard, and there isn't even a close silver. #Dodgers #Giants #Tigers #Yankees http://t.c&#8230;"
16357,3,0,3,0,1,RT @KevinKong713: Lmao y'all single hoes stay pregnant &#128514;&#128514;&#128514;&#128514;
16359,3,0,3,0,1,RT @KevinTheGee: &#8220;@TropicalBlanket: @KevinTheGee finished the essay and the quiz bitch&#8221;good job bud proud of you
16365,3,0,3,0,1,RT @KeyanaLatricee_: Idk why your favoriting shit hoe. Bye &#128536;&#128075;
16366,3,0,3,0,1,RT @KeyshBeChillin Have you bitches done your Kegals today?
16367,3,0,3,0,1,RT @KeyshBeChillin So yams are ass or pussy?
16370,3,0,3,0,1,RT @KiCKS0L0GY: Some bitches be forgetting
16371,3,0,0,3,2,RT @KianteDevuan_: Beautiful smiles and colored eyes&#128525;
16378,3,2,1,0,0,RT @KidnapYoGranny: if u dont want your heart broken then dont check for a nigga who entertains hoes
16382,6,0,6,0,1,"RT @KillAllSimps: Bitches love posting them ""Goals"" pics showing a Range Rover, Mansion, and money everywhere, bitch you unemployed"
16383,6,0,6,0,1,"RT @KillAllSimps: Bitches see a picture of a couple walking on the stairs together and caption it ""Goals &#128525;&#128588;"", bitch all they doing is going&#8230;"
16387,3,2,1,0,0,"RT @KillAllSimps: Miley Cyrus pussy probably taste like wet dog, she has a negative ass, and the bitch looks like Justin Bieber, she so ove&#8230;"
16388,3,0,3,0,1,"RT @KillAllSimps: My girl told me she was on her period, I immediately power bombed her hoe ass"
16390,3,0,3,0,1,RT @KillPiffy: You unhappy Scrappy? I got Pataki at me. Bitches say I'm tacky daddy. Range look like Laffy Taffy.
16392,3,0,3,0,1,RT @Killah_Kae: Will your bitches do this for you ? http://t.co/gmjkOLmcyQ
16398,3,0,0,3,2,RT @KingCuh: ouuua ita siana. alu polosi ho nifo NAMU TA'E.
16399,3,0,2,1,1,RT @KingCurtisJayy: Ugly hoes love to fight lmao . They ain't got none to lose &#128553;&#128514;
16402,3,0,3,0,1,RT @KingElJay: Scorpio aka hoe season right around the corner.
16404,3,1,2,0,1,RT @KingHorseDick: Be right when u wanna fuck a bad hoe too or a hoe u didnt really wanna fuck
16405,3,0,3,0,1,"RT @KingHorseDick: If I eat the pussy and it taste like mold, I stop. So u cant tell ppl I ate u if I aint finish."
16414,6,0,6,0,1,RT @KingLekan90210: I forgive all u hoes/girls
16418,3,0,3,0,1,"RT @KingTeej_: Thats when you say ""this bitch aint got no job"" #mlrt"
16422,3,0,3,0,1,RT @King_Shawn_6: &#8220;@white_thunduh: Dez is caked up with some bitch or something cause hes not playing like Dez Bryant&#8221;&#128514;&#128514;&#128514;&#128557;&#128557; God dammit Patr&#8230;
16433,3,0,3,0,1,"RT @KlTTYKlLLA: &#8220;@IsThatJamesBond: ""@BluntsNextDoor: Good pussy have a Nigga like http://t.co/Uy6r3zXXNM"" funniest thing I've ever seen on &#8230;"
16447,7,0,0,7,2,RT @Krislisisms: Hot 97 trash.
16452,3,0,3,0,1,"RT @KushDahGodd: Five things I'll never give a bitch&#9757;&#65039;

1:My Heart
2:My Weed
3:My Money
4:My Twitter
5:My Netflix password
&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;"
16456,3,0,3,0,1,RT @KxRxSxB: All I want for my birffday is a big booty hoe!! She gotta big booty so I call her big booty!! #LyricsYouLikeToScream
16457,3,0,0,3,2,RT @KxRxSxB: Sometimes I turn my phone on loud to tweet just to hear the bird chirp. #TrueStory #TeamiPhone
16463,3,0,2,1,1,"RT @KyleKallgren: You can't please everyone. And you shouldn't. Nothing good comes from having people who say ""faggot"" as an insult on your&#8230;"
16470,3,0,3,0,1,RT @L1LDebbie: So it's rude to talk about fat bitches but it's cool to talk about skinny bitches?! Cus I know alot of thick hoes on the ver&#8230;
16473,3,3,0,0,0,RT @LANURSE1: Here is a #MichaelBrown supporter. She says whites are just evil albino black babies. Seriously? #tcot @KLSouth http://t.co/P&#8230;
16476,3,0,3,0,1,RT @LEX_gedddit: Just got 11 in flappy bird holy shit
16497,3,1,2,0,1,RT @LaVidaJeannette: I hate when a bitch says she dont care if her nigga broke and he got nothing going for himself.. acting like a fake Ri&#8230;
16503,3,0,3,0,1,RT @LakeShOwQueen: Kevin Love out here bein a hoe... Just let the world know u gonna be a Laker 2015 season dawg
16510,3,0,3,0,1,RT @LaneBelgarde: @gillis_seth yeah right queer. The only piece of ass you've ever got is when it finger broke thru the toilet paper&#128514;
16522,3,0,2,1,1,"RT @Lawless_1: @3RedsPositives 
1) We are not the Cubs
2) We are not the Pirates
3) We damn sure ain't no f***ing Cardinals.

Who cares abo&#8230;"
16524,9,2,7,0,1,RT @LeBronVuitton: Bain wasn't no hoe ass nigga at all
16527,6,0,6,0,1,"RT @LeBronVuitton: I don't stand in line at clubs, the security come escort me in. Yellow diamonds tell a bitch get over here, Scorpion."
16533,3,0,1,2,2,"RT @LeMarquand: &#8252;&#65039;Muslim group slaughters 43 children in Nigerian school, children burned alive, shot &amp; slit throats tried 2escape..
 http:&#8230;"
16535,3,0,3,0,1,RT @LeNoirAuteur: bitch don't do this RT @AZEALIABANKS: &#128078;
16540,3,0,3,0,1,RT @Leelucas_: @100046729 man bitch you then fucked up. I'll burn yall house down again hoe &#128514;. That's why bumble bee your real grandma hoe
16543,3,0,3,0,1,RT @LeezusLeeko: yo bitch don't avoid me he wanna spoil me &#128517; http://t.co/gpcYv2jYRy
16554,3,0,3,0,1,RT @LevisNInk: &#8220;@iDocLyfe: When you ain't had pussy in a hot minute... http://t.co/uidvqXugE2&#8221; OMM &#128514;
16563,3,1,2,0,1,RT @Liberienne: Iggy's sextape is prolly gon' be trash. The nigga she made it with is ugly.
16564,3,0,2,1,1,RT @Libra_DTF: &#8220;@RebukedSagacity: That's her fault for not asking before she sent her number tho &#128554; http://t.co/2JVeTNqNAa&#8221; dumb bitch
16568,3,0,3,0,1,"RT @LifeAsABabe: be a girl with a mind, a princess with class, &amp; a bitch that doesn't give a fuck. &#128081;&#9996;&#128139;"
16569,3,0,3,0,1,"RT @LifeAsBros: ""Don't be a bitch dude"" - easiest way to get your bro to do something."
16580,3,0,3,0,1,"RT @LikwidCyance: As a fat nigga, I ain't ever gotten a broad off anything but the content of my character... Don't no bitches think im sex&#8230;"
16582,3,0,3,0,1,RT @LilFrenchy__: corny sex being having you wanna kill that bitch right then &amp; there &#128514;&#128553;&#128545;
16583,3,0,3,0,1,RT @LilGrim_4DaFame: im just a average nigguh who chasin his money &amp; dreams while tryin stay out of trouble
16587,3,0,3,0,1,RT @LilReese300: Bitches gone do wat bitches do...#300
16591,6,1,4,1,1,RT @LilReese300: Rip blood money shoryy was a rider blew dat 50 at shy glizzy bitch ass in his own city yea yea...#300
16601,3,0,3,0,1,RT @LinnyKravtiz: The Mona Lisa could've been a bad bitch http://t.co/dj3oDVDAP0
16603,3,0,3,0,1,"RT @Lipe_the_Great: Had to charge my ipod. 
Fuck the redskins."
16608,3,0,3,0,1,RT @Lipstickjovie_: &#8220;@BeyonceHair: That bitch cut me off.&#8221; Lmfaooooooooooo
16612,3,1,2,0,1,RT @LittleSavage_: oml i never questioned my nigga ab another bitch &amp; if the nigga ever said some shit like that! that nigga lied.
16615,3,0,1,2,2,RT @LiveAndUncut: When I say Tainted I don't necessarily mean hoe or scandalous. It could be a number of things.
16651,3,0,3,0,1,RT @LouieVRee: Weed louder than a Darkskin bitch in the club
16652,3,0,3,0,1,RT @LouieVRee: Well damn girl you a bad bitch now http://t.co/wU0ARD7YIF
16653,3,0,3,0,1,RT @LouieVRee: When a bitch reads your message but doesn't respond http://t.co/T4Xjyp2m7Z
16654,3,0,3,0,1,RT @Lovablee_Tyy: Im a bitch when Im hungry !
16657,3,0,3,0,1,RT @LoveMe_AshMarie: I wish it was appropriate to go around slapping bitches when they say stupid shit
16660,3,0,1,2,2,RT @LowkeyGado: PND vocals so trash lmao
16666,3,0,3,0,1,RT @Lpietrantonio: BPG bitch
16671,3,1,2,0,1,RT @Luccixo: When a bitch start looking at bae &#128530;&#128514; http://t.co/o0AGdd9fQh
16672,3,0,1,2,2,RT @LucentVariable: @TonyJRodriguez friendly reminder that you shouldn't try to have sex with birds
16681,3,1,0,2,2,RT @Luke5SOS: 5sos are trash !
16683,3,0,3,0,1,RT @LupeMeCoje: What's going down pussies?
16684,3,1,0,2,2,RT @LuvKittensDaily: Oreo being adorable http://t.co/5ZMZVT0sUl
16686,3,0,3,0,1,RT @Lydsortiz: Can't treat these hoes like ladies man...
16694,3,0,3,0,1,"RT @MAKEUP_SEX: trash talked by many . hated by some . & guess how many fucks i give , its less than one ."
16708,3,0,3,0,1,RT @MILLYvanillyy_: Noooo let me tell yall .... Some bitches in baltimore be ratchetttttt .
16709,3,0,0,3,2,"RT @MLBFanCave: Derek Jeter and the @Yankees present Paul Konerko with a retirement gift.

WATCH: http://t.co/St6QGJy0j6 http://t.co/7zBGvH&#8230;"
16719,3,0,0,3,2,RT @MacMiller: @iCodyMontana @ScHoolBoyQ @xdannyxbrownx yeah they trash. Q... this man capitalized his H tho.... i'm takin all ya fans.
16720,3,0,3,0,1,RT @MacMiller: Liam Gallagher came to see me perform tonight. He said I was a mental cunt. That's fucking amazing.
16724,3,0,3,0,1,RT @MadFlyentist: Look at all those fake ass fuck boy ass desperate for a ring ass trash ass fake ass fans out there
16726,4,1,3,0,1,RT @MadameCrystalB: Tori better watch-out from her hoes..she's gonna get caught up &#128064;&#128064;&#128064;
16736,3,0,3,0,1,"RT @MalloryYnfante: All I see over Instagram ""Alice Texas hoes"". That's so low... Even for Alice."
16737,3,0,3,0,1,RT @Mana_Bananas: Lol my wall of trust is so thick now. If I'm the biggest bitch you've ever met. You'll know why ;*
16742,3,0,2,1,1,RT @Manny_bermudez2: Back in this bitch
16743,3,1,2,0,1,RT @Manstagram_: This bitch went full on retard http://t.co/nXj4QqGMx2
16744,6,0,0,6,2,RT @Manstagram_: When I make the paper ball into the trash can http://t.co/m90W9N1zbT
16749,3,0,1,2,2,"RT @Mari_813: ""Bae"" means ""before anything else"" I always thought it was a ghetto word for ""babe"""
16750,6,0,6,0,1,RT @MarijuanaPosts: Ever leave me around your bitch I&#8217;mma get her stoned.
16751,3,0,3,0,1,RT @MarioPalush: trying so hard to resist the urge to smack a bitch http://t.co/UkOF7K2RrH
16753,3,0,3,0,1,RT @MarkB_LifeStyle: They trash... RT @B_Dot_Conto: Pointless Bitches In The Club RT @RooseveltChaun: Smfh http://t.co/X4o0wmAtws
16758,3,0,3,0,1,RT @MarqsBack: &#8220;@viaNAWF: Twitpic your reaction if you find out the love of your life selling pussy/sold pussy on backpage&#8221; http://t.co/xZi&#8230;
16759,3,0,3,0,1,RT @MarsaSteenhoek: 50 rts&amp; I'll take the mic&amp; say fuck her right in the pussy http://t.co/4VHc5O7rZ5
16761,3,0,3,0,1,RT @MartinSopchak: @TheChrisCates you're a fucking pussy. And no this isn't a joke you girly little bitch.
16762,3,0,0,3,2,RT @MaryWCVB: Charlie Baker about to make his final election eve campaign stop- here at Swampscott High School. #wcvb #wcvbpoli http://t.co&#8230;
16763,3,0,0,3,2,RT @MaryWCVB: Congressional Hopeful Richard Tisei stops in at Baker's Swampscott Rally. But still no Charlie. #wcvb http://t.co/uycfEng3B9
16764,3,0,0,3,2,RT @MaryWCVB: Still waiting for Charlie Baker to take the stage in Swampscott. #wcvb http://t.co/lYb3Thm199
16766,3,0,3,0,1,RT @MasterChefSweg: Basic bitch starter pack http://t.co/ehE4QBUVuJ
16775,3,0,0,3,2,"RT @Matty_Kem: My favorite shark is megaldon, my least favorite is a mud shark. They are the worst"
16778,3,0,3,0,1,RT @MaxDeLaCruz8: Happy birthday bitch @Whitecholo23 http://t.co/DmeqQFL8X1
16779,3,0,0,3,2,RT @Maxicat: Charlie Rangel Re-Writes History: On GOP &#8220;They Think They Won The Civil War&#8221; http://t.co/moCeUBRUTf
16795,3,0,0,3,2,RT @MelissaTweets: Scott Walker investigate. Christie's Bridgegate. Perry's drunk monkey Dem DA-gate. All men innocent. All threats to left&#8230;
16807,6,1,4,1,1,"RT @MettaDamnFool: &#128557;&#128557;&#128557;&#128557; RT @_MoonWP_: When dykes hear ""ladies free before 10"" http://t.co/k2TU1S85t6"
16811,3,0,0,3,2,RT @MichaelArenella: Shy girls are cute
16813,3,0,3,0,1,"RT @MichaelBlackson: This tall goofy bitch just walked in the club, sit your Britney Griner lookin ass down"
16822,6,0,6,0,1,RT @MickieeMoscoto: This really how bitches be to.. Lmfao.. &#128514; http://t.co/OclEXcSgsP
16824,3,2,1,0,0,"RT @MidniteBoss: If you snipe, you're a fucking faggot. I fucking hope all of you snipers get fucking raped and suffer from cancer."
16833,3,0,3,0,1,RT @MikeDiggEm: @TreyzUpZay @JamesyNBA @DattBoiIraq @_2kkz @_KudaBrazyy @thatboysmurf I fuck with all yaw. Yaw all my nigs
16835,3,0,3,0,1,"RT @MikeDiggEm: I hate when bitches say ""That ain't cute"" lol did I say I was trynna be cute"
16839,3,1,0,2,2,RT @MikeTInnes: @AaronWorthing @corrcomm @Icampintense @CarolCNN @CNN So glad Charlie agrees with Carol and CNN that assaulting girls is OK&#8230;
16855,3,0,3,0,1,RT @MissKeiParker: @WeekndJammin sheeeeeit you tell me! I wana fat bitch that smell like bologna &#128525;&#128553;
16860,3,0,0,3,2,"RT @MissZindzi: But yall make the MUTUAL DECISION to have sex on the first date, but she's trash? What kind of math??"
16867,3,2,1,0,0,"RT @Mitchellharri: Dont be a faggot, cover your mouth when you fkn cough or sneeze, I got a immune system to keep strong asshole"
16877,3,2,1,0,0,RT @Moisessp14: Look at u now u pregnant stupid bitch lol
16878,3,0,2,1,1,RT @MoneyBABY_Rich: So tired of Yall hoes giving a shout out to yall Moma talking bout she ain't raise no hoe &#128545;&#9749;&#65039;&#128056;
16887,3,0,3,0,1,RT @MooreHnter: How to get bitches http://t.co/yUOqmgHvbf
16893,3,0,3,0,1,"RT @Mr1738: ""I didn't sell my
pussy for $65.....it was $80!!!"" http://t.co/sHPh98KzOY"
16896,3,0,1,2,2,"RT @MrCouture: I have so many questions about that sex tape. I love love LOVE me some Mimi and if that thirsty dude releases it, he's trash&#8230;"
16900,3,0,3,0,1,RT @MrHeadLock101 Either bitches fake gay or fake happy
16902,3,0,3,0,1,RT @MrLuckyToYou: Eat that pussy from the back and slide two fingers in...
16903,3,0,3,0,1,"RT @MrLuckyToYou: If that pussy good, umma moan when um eating it."
16905,3,0,3,0,1,"RT @MrNationWide: fake eyelashes are okay if they look natural, but some of you bitches look like you gonna take flight if you blink too fa&#8230;"
16909,3,0,3,0,1,RT @MrRideThruThaD: Let me tell u funky bitches bout a pimp name c. I ain't payin for no pussy and my dick ain't free
16910,3,0,3,0,1,"RT @MrRigginss: my ""bitch stfu"" game strong asf '"
16917,3,1,2,0,1,RT @Mr_JSmart24: Twitter was fye when niggas used to go in on Trending Topics&#8230;now its just recycled tweets and hoes screaming they want loy&#8230;
16921,3,2,1,0,0,"RT @MrzSixTrue: Ill break a Bitch down, like the pussy she is."
16923,3,0,3,0,1,RT @MsJoseline: If you going to fuck on camera at least be a freak not a boring 45 year ol lady. What they got this hoe under. Granny porn?
16946,3,0,3,0,1,RT @MyDicklsCaIled: My dick is called Nintendo Cartridge because bitches blow it before they stick it in.
16955,3,0,3,0,1,"RT @MyThoughts_0: Shout out to the bitches thinking their boyfriend is loyal because every time you check their phone it says ""0 inbox, ..."
16965,3,0,0,3,2,"RT @NEOMD71: Bizarre sports week in Cle.

@Browns win a game that felt like a loss,failed ex-Browns QB's duel each other, and @cavs lose ho&#8230;"
16969,3,0,0,3,2,"RT @NHLDevils: 2-2! Adam Henrique cleans up the trash in front of the net, tying the game for the #NJDevils with 11:06 left in regulation! &#8230;"
16970,3,0,3,0,1,RT @NICKIMINAJ: U bitches could neva get him to buy all dem snacks. Fuk wit me
16991,3,0,0,3,2,"RT @NativeCurator: THIS is how you honor
Native Americans. #changethename #HTTR @redskinsfacts @redskins http://t.co/23VGQvEHy5"
16992,3,0,3,0,1,RT @NaturalBadAssss: Phat pussy is the best pussy &#128526;
16993,3,1,2,0,1,RT @NatyyG: Some bitches be praying for the day you leave your nigga...
16999,3,0,3,0,1,RT @Nekkohbk: Do dykes date other dykes or is that shit gay to y'all?
17008,3,0,3,0,1,RT @NerdAtCoolTable: You automatically a hoe if somebody calls you one.
17016,3,0,0,3,2,RT @NewYorkologist: Autographed Photo of Babe Ruth and Lou Gehrig - New York Yankees 1928 | #NYC #NY #NYY http://t.co/mm2niIGP9X
17022,3,0,0,3,2,RT @NickSwagyPYoung: Happy Halloween from Rick James (aka Swaggy) and Charlie Murphy ( @bigmeat2000 ) haha darkness everybody http://t.co/y&#8230;
17027,3,0,3,0,1,RT @Nigel_D: Look at all the chicks @JoeBudden follow and tell me he ain't got hoes. http://t.co/iw9WPg1SFY
17029,3,0,3,0,1,"RT @NiggaHyfenAsian: ""Tat my fucking name on you let em know you love the boy wassup"". I wonder how many bitches made a mistake that year."
17031,3,0,0,3,2,"RT @NightValeRadio: A quick lesson on the birds and the bees: The birds are looming, oily, sudden. The bees are bulbous, shrieking, hungry.&#8230;"
17036,3,1,2,0,1,RT @NikoWavy: If you know yo pussy smells like death why tf would you sit there an let a nigga finger you? Bitches have no shame man.
17038,3,1,2,0,1,RT @NikoWavy: Men suppose to accept that they girl look like a piece of shit with no makeup but a ugly nigga can get a look? Lol ok bitch
17045,3,0,0,3,2,"RT @Nintendo_Legend: Asked three-year-old niece why the sun is yellow. Her reply: ""Maybe there's bees in there."""
17046,3,0,3,0,1,RT @Nissa_jadee: Bad bitches is the only thing that i like
17053,6,0,6,0,1,RT @NoBeeetch: When you go through her phone and find out she a hoe http://t.co/2JvCkOBNb8
17057,3,0,3,0,1,RT @NoChillPaz: That bitch is dirty http://t.co/gWvAnyKzoo
17062,3,0,1,2,2,"RT @NoHoesNextDoor: ""Tyrone I didn't mean to throw your mixtape in the trash c'mon fam"" http://t.co/RWWVzJuUZK"
17074,3,2,1,0,0,RT @No_ahhh23: Happy birthday faggot! &#128536; @wagggggie
17075,3,0,2,1,1,RT @NoelleonFOX7: Protestors rally to support teen facing life sentence in pot brownie case http://t.co/TXXnmbpOoA&#8221;wtf smh not for a brownie
17086,3,1,2,0,1,RT @NotSheriffWoody: Just smashed a bottle over buzz head because he's a cunt
17098,3,0,3,0,1,RT @Now_Thats_Fresh: I bet its higher than that RT @_DealMethToKids: &#8220;Why do you think all women are hoes? Not all of us are hoes.&#8221; http://&#8230;
17100,3,0,2,1,1,"RT @Now_Thats_Fresh: The club Promoter tweet ""fucked another niggas bitch last night. Lol Successful nite"" you RT the tweet &amp; laugh. THAT W&#8230;"
17109,3,0,0,3,2,RT @NuteIla: when I die on flappy bird http://t.co/HKNUTfDVJZ
17110,3,0,3,0,1,RT @Nyash_Whisperer: After these shows yall bitches imitate n wonder u I say d things I say
17114,3,0,3,0,1,"RT @O3_Millz: Black pussy remind me of roast beef, white pussy remind me of cheesecake and Mixed girl pussy remind me of Apple Pie.. &#128175;&#128175;"
17117,3,0,3,0,1,RT @O3_Millz: I'm just saying at one point in my life Deonte took and cuffed my bitch &#128175;&#128175; a year later I fucked his &#128514;&#128514;&#128175;
17128,6,0,6,0,1,"RT @OGTREEZ: Steve found out you can't call Taiquaniesha a ""stupid fuckin cunt"" like you can w Becky http://t.co/3A5qGki97B"
17133,3,0,3,0,1,RT @OGsmoky: @_100d I'm tryna smoke some dope in that bitch lol
17134,3,0,3,0,1,"RT @OHHHME: I just want the money, ian trippin on these hoes"
17138,3,0,3,0,1,RT @OMGDizzyStarz: @1stName_Bravo aye at least that bitch hot boxed lmao
17139,6,0,6,0,1,RT @OMGitsBabyJoe: Don't talk behind my back I hate that pussy shit
17151,3,0,3,0,1,RT @O_ShitItsLaura: With ma bitch c: @yadirasarmiento
17152,3,0,0,3,2,RT @O_tunj: Dance monkey dance
17159,3,1,2,0,1,RT @OfficialKingDre: WTF did this bitch do? &#128514;&#128514; https://t.co/5BFuSp9bfn
17164,3,0,2,1,1,RT @OfficiallyIce: Nigga. The homemade tuna salad wit the saltine crackers tho?
17174,3,0,3,0,1,RT @OhLawdItsNiesha: That hoe Brittish got the fuckin NERVE
17192,3,1,2,0,1,"RT @OnDave_: ""@WhereYoHussleAt: @CiddyP_60 ion like him he annoying &#128514; I thincc he knows I don't too""

That nigga a supa fag on Dave"
17217,3,0,3,0,1,RT @Oz_lito: @1stBlocJeremiah ctfu bitch talm bout I needs my respect
17220,3,0,3,0,1,"RT @PABLO_BAAIH: ""Good pussy is pussy that makes you really think bout making her breakfast pussy that makes you think about being a father"""
17223,3,0,3,0,1,RT @PETTYfcknANN: gimmmmmie a hoodrat bitch
17228,3,1,2,0,1,RT @POONsoaker: You retarded if you say Birdmsn don't go hard.
17233,3,0,3,0,1,RT @PRAYINGFORHEAD: no sex bitch i only want the decks bitch (yu-gi-oh)
